,T1,Mean_T1,Median_T1,Max_T1,Min_T1,B0,Mean_B0,Median_B0,Max_B0,Min_B0,B1000,Mean_B1000,Median_B1000,Max_B1000,Min_B1000,B1500,Mean_B1500,Median_B1500,Max_B1500,Min_B1500,B2000,Mean_B2000,Median_B2000,Max_B2000,Min_B2000,ADC,Mean_ADC,Median_ADC,Max_ADC,Min_ADC,Position_X,Position_Y,Position_Z,class
0,653.0,864.664,863.0,1150.0,517.0,63.0,81.872,61.0,454.0,7.0,28.0,27.504,27.0,43.0,19.0,19.0,17.48,18.0,25.0,9.0,14.0,11.92,12.0,21.0,4.0,787.0,905.912,873.0,1773.0,197.0,15,888,264,healthy
1,622.0,759.96,778.0,1024.0,442.0,59.0,97.4,95.0,227.0,34.0,39.0,32.952,35.0,42.0,22.0,28.0,21.072,18.0,30.0,14.0,20.0,13.728,13.0,22.0,5.0,758.0,907.4,758.0,1755.0,427.0,15,892,222,healthy
2,1047.0,781.8,778.0,1047.0,493.0,67.0,102.248,88.0,462.0,0.0,31.0,33.552,33.0,43.0,27.0,19.0,18.952,19.0,24.0,12.0,12.0,11.64,11.0,19.0,5.0,862.0,890.144,868.0,1807.0,45.0,16,296,264,healthy
3,728.0,612.944,607.0,819.0,395.0,1853.0,1140.992,1326.0,2056.0,61.0,33.0,42.336,36.0,95.0,16.0,10.0,23.44,23.0,63.0,3.0,1.0,11.544,7.0,39.0,0.0,1957.0,2130.6,1946.0,4004.0,558.0,17,287,248,healthy
4,953.0,780.696,800.0,1023.0,483.0,99.0,193.384,91.0,1271.0,0.0,38.0,36.776,37.0,46.0,27.0,21.0,21.776,23.0,28.0,7.0,15.0,16.12,18.0,24.0,1.0,326.0,889.504,822.0,2377.0,167.0,17,303,249,healthy
5,1049.0,823.936,832.0,1070.0,581.0,102.0,96.072,84.0,646.0,0.0,41.0,34.896,34.0,47.0,19.0,21.0,22.544,23.0,27.0,13.0,13.0,16.328,16.0,24.0,6.0,602.0,1162.248,1175.0,2001.0,372.0,17,305,246,healthy
6,700.0,828.72,804.0,1131.0,554.0,137.0,116.48,110.0,373.0,15.0,25.0,29.24,29.0,40.0,19.0,10.0,16.032,14.0,30.0,7.0,4.0,9.36,7.0,23.0,1.0,1457.0,1152.728,1304.0,1978.0,61.0,17,878,277,healthy
7,824.0,783.272,794.0,1204.0,460.0,544.0,427.352,233.0,1493.0,0.0,26.0,39.992,28.0,108.0,16.0,9.0,16.024,15.0,31.0,5.0,1.0,6.704,6.0,16.0,0.0,1965.0,1647.272,1682.0,2513.0,607.0,17,880,220,healthy
8,753.0,784.528,794.0,1172.0,397.0,37.0,108.544,105.0,580.0,0.0,21.0,26.752,26.0,46.0,14.0,12.0,16.256,14.0,31.0,6.0,7.0,10.352,8.0,23.0,1.0,1005.0,1050.08,1184.0,1915.0,42.0,17,882,214,healthy
9,879.0,873.048,893.0,1259.0,572.0,252.0,570.864,252.0,1836.0,0.0,49.0,56.52,47.0,135.0,16.0,29.0,23.376,25.0,34.0,7.0,18.0,12.256,12.0,21.0,3.0,967.0,1393.136,1275.0,2646.0,510.0,17,884,233,healthy
10,882.0,845.016,879.0,1127.0,465.0,0.0,44.32,38.0,176.0,0.0,20.0,29.168,28.0,47.0,17.0,13.0,20.208,19.0,34.0,8.0,11.0,14.344,14.0,25.0,4.0,799.0,778.784,764.0,1434.0,229.0,17,886,218,healthy
11,868.0,831.76,841.0,1121.0,581.0,321.0,660.272,237.0,2074.0,0.0,35.0,33.688,34.0,42.0,22.0,15.0,15.104,16.0,30.0,1.0,12.0,10.472,12.0,24.0,0.0,248.0,943.936,560.0,3453.0,48.0,18,298,259,healthy
12,1510.0,1475.72,1478.0,2159.0,1028.0,111.0,114.304,100.0,327.0,36.0,33.0,29.464,31.0,48.0,7.0,17.0,18.232,17.0,43.0,2.0,9.0,12.568,9.0,39.0,0.0,1244.0,1237.824,1244.0,2417.0,129.0,18,777,100,healthy
13,1653.0,1417.528,1456.0,1773.0,592.0,64.0,81.72,68.0,205.0,41.0,35.0,29.032,32.0,44.0,12.0,25.0,19.464,22.0,36.0,3.0,18.0,13.704,15.0,30.0,0.0,676.0,1014.76,772.0,2309.0,335.0,18,785,103,healthy
14,1112.0,1181.208,1185.0,1751.0,687.0,134.0,114.856,112.0,276.0,27.0,26.0,29.928,30.0,39.0,21.0,10.0,16.288,15.0,31.0,9.0,3.0,9.344,7.0,30.0,2.0,1608.0,1252.488,1335.0,1911.0,198.0,18,791,110,healthy
15,819.0,817.376,808.0,1240.0,571.0,106.0,88.368,79.0,202.0,35.0,22.0,27.088,26.0,45.0,21.0,9.0,15.976,17.0,26.0,8.0,3.0,9.808,11.0,17.0,2.0,1486.0,1100.288,1033.0,2020.0,533.0,19,786,375,healthy
16,1200.0,1231.816,1228.0,1751.0,730.0,120.0,139.496,125.0,307.0,46.0,31.0,28.904,30.0,37.0,20.0,15.0,14.456,15.0,28.0,7.0,7.0,7.608,7.0,24.0,2.0,1341.0,1385.008,1411.0,2288.0,347.0,19,787,110,healthy
17,848.0,966.72,985.0,1253.0,500.0,51.0,59.216,47.0,150.0,18.0,31.0,25.672,27.0,37.0,11.0,24.0,17.576,21.0,27.0,7.0,19.0,12.8,16.0,20.0,3.0,547.0,748.752,566.0,1681.0,214.0,19,836,136,healthy
18,944.0,849.776,849.0,1324.0,387.0,61.0,109.584,98.0,209.0,37.0,30.0,31.792,31.0,49.0,23.0,21.0,17.96,17.0,32.0,7.0,14.0,10.36,10.0,22.0,2.0,695.0,1101.568,993.0,1992.0,434.0,19,873,280,healthy
19,953.0,774.032,749.0,1169.0,405.0,1244.0,1072.616,1086.0,1992.0,0.0,63.0,69.536,64.0,157.0,14.0,26.0,23.888,26.0,39.0,5.0,12.0,9.504,10.0,17.0,0.0,1722.0,1898.368,1882.0,2959.0,785.0,19,878,215,healthy
20,1013.0,1057.44,1040.0,1367.0,713.0,0.0,399.28,29.0,1999.0,0.0,44.0,60.608,45.0,189.0,16.0,29.0,28.704,30.0,45.0,6.0,18.0,17.272,18.0,27.0,2.0,941.0,1110.304,1019.0,2375.0,419.0,19,884,220,healthy
21,884.0,902.72,903.0,1523.0,468.0,76.0,74.648,70.0,158.0,16.0,28.0,30.744,28.0,49.0,16.0,11.0,17.104,17.0,31.0,5.0,6.0,11.152,11.0,25.0,2.0,1292.0,884.472,935.0,1531.0,253.0,20,310,235,healthy
22,1027.0,1024.76,1027.0,1292.0,650.0,147.0,184.448,149.0,785.0,0.0,30.0,33.536,32.0,54.0,24.0,20.0,19.624,20.0,25.0,7.0,12.0,11.632,11.0,22.0,2.0,170.0,717.496,395.0,2067.0,57.0,20,314,259,healthy
23,1060.0,1015.904,1018.0,1394.0,650.0,104.0,82.8,84.0,161.0,0.0,40.0,35.36,37.0,51.0,23.0,23.0,20.416,19.0,29.0,9.0,16.0,14.168,13.0,23.0,3.0,280.0,765.672,510.0,2128.0,14.0,20,317,243,healthy
24,709.0,797.832,802.0,1371.0,370.0,47.0,88.392,77.0,207.0,35.0,20.0,22.712,22.0,32.0,17.0,13.0,12.208,12.0,19.0,7.0,8.0,6.632,6.0,14.0,2.0,821.0,1227.904,1183.0,2002.0,614.0,20,792,374,healthy
25,443.0,679.136,694.0,1061.0,400.0,130.0,159.264,169.0,193.0,93.0,48.0,46.608,45.0,78.0,29.0,26.0,24.568,25.0,42.0,12.0,16.0,14.064,15.0,25.0,4.0,1165.0,1242.344,1214.0,1642.0,829.0,20,800,366,healthy
26,1024.0,957.672,959.0,1372.0,503.0,53.0,81.064,54.0,396.0,0.0,24.0,24.672,25.0,34.0,15.0,16.0,14.408,13.0,27.0,6.0,10.0,9.208,9.0,23.0,2.0,679.0,926.4,913.0,2150.0,90.0,20,828,131,healthy
27,992.0,960.4,971.0,1519.0,497.0,51.0,107.48,81.0,225.0,33.0,30.0,34.76,35.0,44.0,26.0,23.0,21.544,20.0,31.0,15.0,16.0,13.52,12.0,23.0,7.0,635.0,942.864,801.0,1601.0,143.0,20,842,147,healthy
28,1151.0,1001.216,1127.0,1473.0,379.0,63.0,156.496,86.0,547.0,36.0,29.0,40.048,39.0,83.0,17.0,20.0,23.184,25.0,37.0,8.0,14.0,14.12,14.0,23.0,2.0,645.0,997.088,807.0,1887.0,87.0,20,867,300,healthy
29,1020.0,1057.336,1026.0,1673.0,602.0,25.0,95.48,76.0,220.0,8.0,31.0,35.616,34.0,45.0,26.0,26.0,22.968,22.0,36.0,13.0,21.0,15.152,15.0,27.0,6.0,95.0,808.04,782.0,1604.0,95.0,20,874,288,healthy
30,1066.0,927.696,912.0,1353.0,420.0,0.0,90.128,62.0,558.0,0.0,36.0,35.568,34.0,92.0,10.0,28.0,21.304,21.0,39.0,6.0,20.0,13.36,15.0,24.0,2.0,622.0,1072.176,1049.0,1882.0,378.0,20,877,206,healthy
31,1119.0,972.168,981.0,1339.0,611.0,21.0,99.048,79.0,318.0,13.0,24.0,38.856,38.0,59.0,21.0,24.0,25.152,26.0,34.0,12.0,20.0,16.712,17.0,26.0,4.0,326.0,820.6,756.0,1608.0,150.0,20,878,200,healthy
32,1043.0,1036.44,1053.0,1506.0,566.0,0.0,97.792,68.0,740.0,0.0,44.0,36.208,36.0,84.0,11.0,34.0,23.264,24.0,37.0,8.0,25.0,15.384,16.0,27.0,4.0,502.0,874.064,806.0,1774.0,128.0,20,881,208,healthy
33,1100.0,991.728,1037.0,1287.0,494.0,461.0,703.32,319.0,2146.0,0.0,52.0,86.184,52.0,218.0,13.0,23.0,32.088,30.0,48.0,10.0,11.0,17.504,18.0,27.0,4.0,1183.0,1226.312,1034.0,2777.0,256.0,20,891,238,healthy
34,1078.0,832.256,837.0,1186.0,417.0,81.0,110.088,100.0,185.0,40.0,37.0,28.432,32.0,46.0,11.0,26.0,16.352,17.0,32.0,3.0,18.0,10.176,11.0,28.0,0.0,858.0,1347.792,1066.0,2509.0,238.0,21,647,230,healthy
35,1104.0,974.6,952.0,1290.0,696.0,42.0,39.168,38.0,107.0,12.0,30.0,24.688,24.0,36.0,16.0,25.0,19.816,20.0,32.0,9.0,22.0,17.136,17.0,29.0,5.0,274.0,461.888,408.0,1190.0,5.0,21,687,243,healthy
36,1167.0,985.024,966.0,1373.0,672.0,36.0,43.208,45.0,69.0,5.0,32.0,31.696,32.0,38.0,23.0,30.0,24.744,25.0,33.0,16.0,28.0,21.064,21.0,30.0,11.0,401.0,435.84,417.0,825.0,149.0,21,692,235,healthy
37,969.0,829.728,891.0,1269.0,273.0,25.0,56.464,42.0,166.0,10.0,26.0,22.664,23.0,33.0,11.0,21.0,14.112,15.0,23.0,4.0,20.0,10.768,12.0,22.0,1.0,204.0,766.472,476.0,1960.0,105.0,21,706,245,healthy
38,958.0,997.92,1007.0,1500.0,301.0,115.0,117.376,115.0,190.0,47.0,26.0,30.176,29.0,50.0,19.0,12.0,16.936,13.0,45.0,8.0,5.0,10.232,5.0,41.0,3.0,1505.0,1281.12,1509.0,1846.0,203.0,21,755,381,healthy
39,1457.0,1132.968,1154.0,1763.0,551.0,31.0,67.08,55.0,198.0,18.0,27.0,35.656,34.0,60.0,22.0,23.0,28.08,21.0,57.0,11.0,20.0,23.928,18.0,55.0,5.0,232.0,595.52,342.0,1652.0,21.0,21,763,387,healthy
40,1026.0,1011.152,1075.0,1515.0,591.0,90.0,73.128,74.0,135.0,29.0,42.0,35.336,35.0,50.0,26.0,28.0,24.248,24.0,35.0,14.0,19.0,17.744,17.0,31.0,7.0,795.0,687.048,756.0,1259.0,89.0,21,776,381,healthy
41,968.0,880.56,855.0,1307.0,608.0,66.0,93.376,77.0,187.0,18.0,31.0,31.352,30.0,50.0,25.0,21.0,18.592,18.0,32.0,8.0,14.0,12.312,11.0,34.0,2.0,976.0,1006.576,982.0,1752.0,92.0,21,781,381,healthy
42,1145.0,989.44,1053.0,1463.0,491.0,63.0,84.856,66.0,221.0,8.0,27.0,30.088,29.0,39.0,27.0,17.0,20.424,18.0,35.0,10.0,11.0,15.416,12.0,34.0,3.0,1010.0,913.808,955.0,1891.0,28.0,21,792,114,healthy
43,1083.0,954.2,979.0,1470.0,505.0,116.0,104.024,100.0,226.0,27.0,30.0,32.904,33.0,39.0,23.0,14.0,19.96,19.0,29.0,11.0,7.0,12.632,11.0,23.0,4.0,1272.0,996.568,1067.0,1664.0,229.0,21,801,123,healthy
44,839.0,826.16,810.0,1129.0,562.0,139.0,136.392,139.0,269.0,17.0,30.0,33.368,30.0,51.0,19.0,15.0,17.6,18.0,24.0,11.0,7.0,9.952,9.0,19.0,4.0,1177.0,1133.424,1265.0,1642.0,212.0,21,808,134,healthy
45,1148.0,944.68,939.0,1271.0,628.0,30.0,58.032,48.0,194.0,9.0,31.0,29.12,31.0,39.0,19.0,26.0,20.728,22.0,30.0,10.0,20.0,15.184,16.0,23.0,6.0,279.0,546.0,452.0,1503.0,0.0,21,815,132,healthy
46,786.0,812.656,784.0,1232.0,559.0,31.0,84.632,71.0,183.0,16.0,9.0,26.224,26.0,46.0,9.0,5.0,14.928,13.0,31.0,5.0,3.0,9.208,6.0,21.0,3.0,1057.0,996.064,1001.0,1643.0,204.0,21,820,346,healthy
47,1085.0,1076.424,1062.0,1320.0,848.0,30.0,48.272,48.0,112.0,13.0,27.0,27.888,28.0,39.0,15.0,15.0,19.04,19.0,32.0,3.0,13.0,14.336,16.0,23.0,0.0,444.0,577.592,497.0,1461.0,103.0,21,835,138,healthy
48,1311.0,1076.408,1159.0,1578.0,529.0,88.0,101.896,91.0,205.0,0.0,36.0,33.784,36.0,46.0,19.0,22.0,20.648,21.0,29.0,12.0,14.0,13.0,13.0,21.0,5.0,860.0,1008.696,889.0,1703.0,292.0,21,852,175,healthy
49,646.0,972.352,879.0,1495.0,350.0,55.0,98.008,88.0,223.0,37.0,24.0,32.504,31.0,48.0,24.0,17.0,19.696,20.0,25.0,14.0,12.0,12.232,12.0,18.0,8.0,871.0,975.32,978.0,1485.0,504.0,21,871,165,healthy
50,1421.0,1094.104,1188.0,1510.0,576.0,49.0,81.776,66.0,186.0,17.0,43.0,41.656,42.0,56.0,26.0,32.0,26.976,27.0,41.0,15.0,24.0,18.256,18.0,30.0,6.0,324.0,722.44,697.0,1455.0,71.0,21,872,193,healthy
51,1114.0,945.072,991.0,1292.0,406.0,111.0,150.104,95.0,1008.0,1.0,43.0,42.896,40.0,82.0,23.0,26.0,24.336,24.0,34.0,12.0,17.0,15.528,16.0,25.0,4.0,587.0,880.432,761.0,1791.0,186.0,21,880,183,healthy
52,1224.0,853.68,903.0,1296.0,273.0,114.0,354.784,225.0,1268.0,54.0,38.0,43.92,42.0,67.0,28.0,23.0,20.248,20.0,32.0,14.0,14.0,9.584,7.0,23.0,4.0,965.0,1436.912,1499.0,2305.0,591.0,21,881,174,healthy
53,1115.0,998.728,1028.0,1362.0,565.0,85.0,157.872,116.0,860.0,26.0,56.0,53.16,54.0,83.0,41.0,37.0,32.688,32.0,40.0,25.0,26.0,21.4,22.0,30.0,13.0,404.0,731.224,625.0,1775.0,248.0,21,894,263,healthy
54,1204.0,1131.248,1181.0,1641.0,496.0,92.0,85.744,83.0,220.0,25.0,27.0,31.496,31.0,39.0,23.0,17.0,17.984,18.0,26.0,9.0,10.0,12.04,11.0,24.0,3.0,957.0,707.856,719.0,1165.0,195.0,22,331,249,healthy
55,958.0,977.192,1004.0,1241.0,546.0,44.0,51.184,35.0,230.0,0.0,31.0,29.072,30.0,35.0,19.0,26.0,21.928,23.0,28.0,10.0,22.0,19.368,21.0,27.0,2.0,297.0,452.712,319.0,1642.0,0.0,22,656,204,healthy
56,895.0,1039.584,1065.0,1289.0,774.0,61.0,63.568,58.0,124.0,12.0,24.0,31.648,32.0,44.0,23.0,16.0,21.12,21.0,31.0,13.0,10.0,15.8,16.0,27.0,7.0,747.0,676.32,696.0,1024.0,283.0,22,691,231,healthy
57,621.0,703.048,726.0,935.0,429.0,36.0,124.448,93.0,478.0,0.0,31.0,36.352,32.0,75.0,17.0,28.0,21.136,23.0,42.0,8.0,25.0,14.536,13.0,35.0,5.0,552.0,892.816,849.0,1662.0,0.0,22,716,248,healthy
58,1078.0,933.552,1021.0,1218.0,528.0,520.0,394.28,367.0,840.0,123.0,81.0,65.584,64.0,117.0,32.0,33.0,28.016,28.0,45.0,14.0,13.0,12.344,12.0,23.0,2.0,1585.0,1450.464,1493.0,1929.0,539.0,22,729,238,healthy
59,1051.0,1105.576,1101.0,1372.0,797.0,83.0,96.792,77.0,180.0,37.0,24.0,34.344,29.0,69.0,19.0,13.0,23.152,16.0,66.0,9.0,6.0,17.304,8.0,64.0,3.0,1171.0,962.296,1090.0,1961.0,0.0,22,751,385,healthy
60,1405.0,1278.976,1353.0,1575.0,739.0,60.0,68.336,64.0,149.0,34.0,40.0,37.888,38.0,69.0,14.0,32.0,29.896,29.0,66.0,7.0,26.0,24.368,23.0,65.0,3.0,426.0,618.96,458.0,1673.0,44.0,22,762,97,healthy
61,986.0,906.544,938.0,1226.0,621.0,48.0,112.288,84.0,258.0,8.0,24.0,30.312,29.0,45.0,22.0,19.0,17.568,18.0,25.0,9.0,14.0,10.912,10.0,21.0,3.0,679.0,984.144,948.0,1770.0,77.0,22,811,137,healthy
62,1266.0,1091.968,1099.0,1406.0,647.0,32.0,48.384,33.0,195.0,17.0,28.0,28.008,30.0,35.0,20.0,26.0,22.128,25.0,31.0,10.0,21.0,16.712,20.0,24.0,3.0,140.0,479.648,262.0,1647.0,4.0,22,818,137,healthy
63,763.0,882.232,815.0,1309.0,555.0,46.0,105.128,73.0,218.0,36.0,25.0,34.488,34.0,49.0,22.0,16.0,21.104,20.0,31.0,12.0,11.0,13.36,12.0,22.0,5.0,742.0,918.936,721.0,1643.0,288.0,22,825,339,healthy
64,1315.0,1068.688,1242.0,1443.0,376.0,50.0,95.904,68.0,178.0,41.0,32.0,35.416,36.0,41.0,25.0,23.0,22.448,22.0,29.0,11.0,17.0,14.32,15.0,21.0,5.0,743.0,887.632,765.0,1637.0,290.0,22,865,154,healthy
65,1306.0,1040.832,1207.0,1505.0,421.0,125.0,98.2,119.0,168.0,21.0,32.0,32.776,32.0,45.0,26.0,17.0,19.608,17.0,30.0,10.0,8.0,12.264,8.0,23.0,4.0,1198.0,972.784,1241.0,1647.0,188.0,22,869,328,healthy
66,1410.0,1135.576,1203.0,1438.0,621.0,52.0,99.696,79.0,203.0,0.0,31.0,35.168,35.0,43.0,25.0,23.0,22.072,22.0,31.0,11.0,17.0,14.064,15.0,23.0,4.0,653.0,925.472,704.0,1762.0,319.0,22,873,147,healthy
67,947.0,1049.456,947.0,1600.0,542.0,59.0,140.896,147.0,277.0,52.0,22.0,31.168,31.0,42.0,16.0,12.0,16.08,16.0,26.0,6.0,7.0,8.36,8.0,20.0,2.0,1166.0,1273.752,1362.0,1770.0,363.0,22,878,138,healthy
68,1112.0,910.736,930.0,1301.0,576.0,1049.0,794.128,730.0,2019.0,0.0,109.0,102.6,96.0,218.0,24.0,41.0,39.064,40.0,50.0,18.0,21.0,21.72,22.0,28.0,11.0,1507.0,1358.288,1439.0,2653.0,244.0,22,885,216,healthy
69,1222.0,996.928,1020.0,1358.0,560.0,0.0,375.128,129.0,1840.0,0.0,38.0,66.048,57.0,186.0,37.0,27.0,34.32,34.0,48.0,23.0,16.0,20.768,20.0,34.0,11.0,928.0,975.76,950.0,2167.0,110.0,22,896,258,healthy
70,362.0,749.88,718.0,1368.0,334.0,21.0,85.792,66.0,279.0,7.0,16.0,35.368,36.0,67.0,12.0,12.0,21.512,18.0,44.0,6.0,10.0,14.176,9.0,30.0,2.0,383.0,712.928,519.0,1639.0,178.0,22,1020,119,healthy
71,938.0,930.672,919.0,1482.0,417.0,86.0,81.608,83.0,157.0,10.0,44.0,41.552,44.0,74.0,9.0,29.0,26.416,29.0,44.0,7.0,20.0,17.872,20.0,30.0,3.0,639.0,628.12,592.0,1293.0,156.0,22,1030,122,healthy
72,1069.0,883.096,928.0,1385.0,384.0,83.0,94.072,94.0,181.0,31.0,30.0,31.68,31.0,53.0,15.0,19.0,21.032,20.0,30.0,13.0,12.0,13.544,13.0,21.0,6.0,1343.0,1025.728,1139.0,1463.0,354.0,23,322,237,healthy
73,1209.0,905.416,867.0,1461.0,464.0,52.0,57.432,54.0,161.0,0.0,34.0,33.592,32.0,45.0,26.0,16.0,18.128,19.0,22.0,12.0,11.0,12.376,13.0,19.0,4.0,607.0,947.472,967.0,1550.0,171.0,23,341,253,healthy
74,837.0,722.736,729.0,1011.0,451.0,253.0,308.256,258.0,833.0,67.0,16.0,20.512,19.0,38.0,10.0,5.0,7.856,7.0,26.0,0.0,4.0,4.192,3.0,18.0,0.0,2299.0,2282.696,2132.0,4316.0,753.0,23,607,229,healthy
75,789.0,764.84,789.0,1011.0,464.0,289.0,348.368,289.0,998.0,69.0,15.0,20.52,18.0,38.0,10.0,2.0,7.592,5.0,27.0,0.0,1.0,4.272,2.0,19.0,0.0,2837.0,2498.656,2440.0,4527.0,732.0,23,608,227,healthy
76,898.0,982.608,963.0,1519.0,622.0,274.0,378.672,253.0,1248.0,37.0,25.0,22.104,23.0,34.0,11.0,7.0,9.544,7.0,28.0,0.0,1.0,5.696,2.0,23.0,0.0,2205.0,2233.928,2138.0,4439.0,462.0,23,617,221,healthy
77,1018.0,910.464,953.0,1123.0,465.0,70.0,67.896,67.0,188.0,24.0,29.0,24.464,27.0,33.0,12.0,20.0,17.128,20.0,30.0,3.0,15.0,13.04,15.0,31.0,0.0,779.0,900.824,772.0,2297.0,11.0,23,621,211,healthy
78,1102.0,1061.064,1065.0,1321.0,894.0,9.0,30.128,35.0,82.0,0.0,18.0,23.392,23.0,33.0,16.0,16.0,19.152,19.0,27.0,13.0,12.0,16.08,16.0,25.0,6.0,378.0,431.608,413.0,822.0,120.0,23,656,209,healthy
79,1116.0,1059.768,1056.0,1265.0,855.0,40.0,32.608,36.0,116.0,0.0,23.0,21.848,22.0,28.0,14.0,16.0,16.976,17.0,26.0,9.0,11.0,13.696,13.0,24.0,3.0,574.0,497.24,514.0,1158.0,196.0,23,659,215,healthy
80,1084.0,1071.96,1066.0,1265.0,903.0,42.0,60.224,42.0,165.0,18.0,19.0,24.64,24.0,33.0,19.0,13.0,17.632,16.0,27.0,11.0,9.0,12.904,12.0,26.0,3.0,512.0,595.072,500.0,1356.0,236.0,23,663,217,healthy
81,1185.0,1081.224,1084.0,1269.0,794.0,34.0,55.464,40.0,162.0,19.0,22.0,24.36,24.0,33.0,18.0,16.0,17.744,16.0,26.0,9.0,13.0,13.424,13.0,23.0,3.0,314.0,561.416,419.0,1388.0,168.0,23,664,219,healthy
82,806.0,858.36,839.0,1213.0,542.0,86.0,130.024,130.0,242.0,21.0,34.0,34.184,34.0,48.0,19.0,25.0,17.904,18.0,29.0,8.0,20.0,9.8,9.0,27.0,2.0,1004.0,1330.784,1401.0,1723.0,419.0,23,672,244,healthy
83,961.0,959.24,949.0,1265.0,729.0,24.0,65.176,64.0,129.0,7.0,46.0,37.424,39.0,53.0,22.0,44.0,28.072,25.0,44.0,13.0,41.0,21.264,19.0,41.0,7.0,105.0,702.288,700.0,1317.0,86.0,23,688,251,healthy
84,995.0,1041.968,1037.0,1285.0,856.0,67.0,79.672,73.0,141.0,25.0,31.0,32.736,32.0,49.0,23.0,19.0,20.92,22.0,29.0,12.0,16.0,14.776,16.0,25.0,6.0,856.0,875.136,862.0,1230.0,514.0,23,690,229,healthy
85,727.0,929.064,906.0,1326.0,725.0,189.0,147.56,150.0,289.0,44.0,42.0,36.168,37.0,49.0,21.0,23.0,19.976,19.0,32.0,7.0,12.0,11.736,10.0,27.0,2.0,1289.0,1186.36,1244.0,1695.0,447.0,23,695,252,healthy
86,927.0,914.52,912.0,1160.0,734.0,12.0,56.584,63.0,114.0,0.0,31.0,33.064,33.0,41.0,27.0,19.0,22.12,22.0,28.0,17.0,19.0,17.304,18.0,25.0,9.0,218.0,571.776,569.0,1228.0,83.0,23,709,220,healthy
87,890.0,962.672,971.0,1238.0,732.0,84.0,62.44,64.0,104.0,20.0,32.0,32.6,33.0,39.0,26.0,23.0,23.304,24.0,33.0,14.0,17.0,18.944,19.0,31.0,7.0,492.0,496.672,425.0,1417.0,107.0,23,742,236,healthy
88,882.0,733.32,724.0,1112.0,388.0,30.0,73.352,50.0,181.0,17.0,24.0,27.288,28.0,44.0,13.0,22.0,19.208,21.0,29.0,5.0,21.0,14.32,17.0,27.0,0.0,512.0,853.96,683.0,1732.0,146.0,23,792,363,healthy
89,1125.0,1102.592,1142.0,1332.0,646.0,15.0,81.96,61.0,251.0,10.0,29.0,34.976,32.0,57.0,23.0,17.0,22.544,21.0,33.0,13.0,16.0,15.92,16.0,22.0,7.0,12.0,662.496,613.0,1548.0,0.0,23,841,317,healthy
90,1138.0,1186.392,1211.0,1501.0,476.0,60.0,70.192,55.0,343.0,0.0,33.0,38.888,37.0,67.0,28.0,24.0,26.144,26.0,39.0,11.0,18.0,18.616,18.0,27.0,10.0,547.0,572.08,547.0,1269.0,100.0,23,848,171,healthy
91,1202.0,989.248,1133.0,1343.0,477.0,17.0,107.816,70.0,333.0,0.0,29.0,35.024,35.0,52.0,22.0,24.0,22.312,23.0,31.0,13.0,19.0,14.528,18.0,25.0,4.0,395.0,837.544,546.0,1716.0,2.0,23,853,339,healthy
92,965.0,1134.632,1162.0,1510.0,557.0,36.0,131.576,79.0,727.0,0.0,48.0,43.592,43.0,74.0,23.0,34.0,27.912,28.0,36.0,17.0,24.0,18.712,19.0,27.0,10.0,419.0,703.088,631.0,1673.0,232.0,23,857,179,healthy
93,1285.0,1172.872,1285.0,1575.0,513.0,44.0,95.896,94.0,176.0,22.0,35.0,34.016,35.0,45.0,20.0,27.0,20.808,22.0,32.0,8.0,20.0,13.112,15.0,25.0,3.0,386.0,884.0,803.0,1749.0,179.0,23,861,149,healthy
94,1405.0,1036.536,1126.0,1479.0,486.0,0.0,88.328,51.0,411.0,0.0,18.0,26.144,25.0,46.0,11.0,8.0,12.52,12.0,20.0,4.0,3.0,6.144,6.0,12.0,2.0,1437.0,1399.728,1448.0,2190.0,569.0,23,872,136,healthy
95,1268.0,1215.32,1314.0,1476.0,603.0,52.0,58.568,52.0,137.0,0.0,36.0,31.888,32.0,41.0,25.0,28.0,21.744,22.0,31.0,12.0,20.0,15.296,18.0,23.0,5.0,448.0,715.04,577.0,1576.0,167.0,23,873,144,healthy
96,1081.0,1048.104,1089.0,1409.0,589.0,124.0,152.048,150.0,370.0,0.0,39.0,40.56,39.0,62.0,27.0,20.0,22.112,21.0,32.0,14.0,11.0,12.216,11.0,24.0,5.0,1186.0,1229.088,1270.0,1669.0,555.0,23,877,322,healthy
97,1445.0,1218.976,1373.0,1514.0,537.0,22.0,75.44,60.0,201.0,14.0,31.0,33.808,33.0,44.0,26.0,27.0,22.76,25.0,32.0,10.0,21.0,15.696,18.0,23.0,4.0,328.0,729.888,640.0,1660.0,74.0,23,884,142,healthy
98,489.0,854.808,745.0,1426.0,428.0,11.0,99.488,82.0,285.0,4.0,20.0,36.728,42.0,57.0,18.0,8.0,21.52,20.0,36.0,7.0,8.0,14.184,11.0,26.0,3.0,177.0,764.296,566.0,1701.0,80.0,23,1000,124,healthy
99,467.0,586.872,579.0,918.0,331.0,42.0,122.728,78.0,429.0,25.0,18.0,33.28,30.0,69.0,15.0,12.0,18.44,18.0,31.0,6.0,8.0,10.68,11.0,20.0,2.0,949.0,1103.56,1078.0,1659.0,557.0,23,1016,132,healthy
