,T1,Mean_T1,Median_T1,Max_T1,Min_T1,B0,Mean_B0,Median_B0,Max_B0,Min_B0,B1000,Mean_B1000,Median_B1000,Max_B1000,Min_B1000,B1500,Mean_B1500,Median_B1500,Max_B1500,Min_B1500,B2000,Mean_B2000,Median_B2000,Max_B2000,Min_B2000,ADC,Mean_ADC,Median_ADC,Max_ADC,Min_ADC,Position_X,Position_Y,Position_Z,class
658,1238.0,985.56,1057.0,1261.0,397.0,46.0,128.44,81.0,587.0,11.0,36.0,50.664,52.0,70.0,31.0,29.0,32.424,29.0,45.0,24.0,22.0,21.816,22.0,33.0,8.0,347.0,576.424,476.0,1750.0,91.0,38,894,305,healthy
659,1015.0,998.448,1025.0,1252.0,654.0,104.0,62.488,59.0,113.0,18.0,39.0,45.24,45.0,60.0,31.0,24.0,31.032,30.0,44.0,22.0,16.0,22.616,23.0,32.0,16.0,706.0,378.272,338.0,789.0,55.0,38,896,308,healthy
660,1423.0,1008.136,1095.0,1493.0,508.0,51.0,73.08,59.0,161.0,24.0,39.0,34.536,38.0,48.0,19.0,30.0,23.88,28.0,34.0,11.0,21.0,16.744,20.0,25.0,4.0,361.0,707.864,574.0,1532.0,254.0,38,920,193,healthy
661,1030.0,870.688,914.0,1083.0,519.0,85.0,116.976,114.0,252.0,22.0,63.0,60.28,60.0,93.0,38.0,44.0,37.92,40.0,57.0,20.0,31.0,25.48,28.0,38.0,11.0,230.0,548.288,381.0,1378.0,125.0,38,924,297,healthy
662,582.0,908.872,716.0,1565.0,375.0,692.0,614.672,555.0,1962.0,20.0,23.0,24.592,21.0,43.0,10.0,3.0,8.288,7.0,21.0,0.0,0.0,4.048,2.0,15.0,0.0,3984.0,2927.688,3348.0,5218.0,210.0,39,411,232,healthy
663,698.0,898.52,796.0,1347.0,497.0,606.0,645.56,478.0,1952.0,15.0,30.0,36.416,31.0,95.0,14.0,11.0,14.904,15.0,40.0,0.0,2.0,6.92,7.0,21.0,0.0,2866.0,2273.792,2136.0,4579.0,686.0,39,453,237,healthy
664,1021.0,838.728,968.0,1156.0,415.0,60.0,71.92,76.0,103.0,28.0,45.0,38.64,42.0,60.0,14.0,35.0,25.184,32.0,42.0,6.0,25.0,17.08,23.0,29.0,2.0,325.0,641.04,416.0,1343.0,119.0,39,903,311,healthy
665,560.0,813.04,637.0,1422.0,459.0,1223.0,740.896,644.0,1957.0,18.0,16.0,20.448,18.0,33.0,10.0,1.0,5.008,2.0,18.0,0.0,0.0,2.424,0.0,13.0,0.0,4567.0,3012.728,3678.0,5239.0,512.0,40,431,232,healthy
666,917.0,882.472,944.0,1115.0,423.0,39.0,36.12,38.0,57.0,10.0,31.0,24.176,26.0,38.0,13.0,27.0,19.512,19.0,33.0,9.0,23.0,16.088,14.0,32.0,6.0,267.0,415.688,429.0,692.0,168.0,40,770,188,healthy
667,561.0,743.832,735.0,1365.0,318.0,110.0,347.904,170.0,1416.0,0.0,14.0,64.552,37.0,255.0,3.0,7.0,28.768,17.0,108.0,3.0,4.0,13.008,8.0,45.0,2.0,1635.0,1533.056,1599.0,1879.0,877.0,40,770,253,healthy
668,814.0,879.296,867.0,1298.0,502.0,10.0,159.424,84.0,583.0,0.0,24.0,34.776,24.0,82.0,13.0,20.0,17.968,20.0,30.0,1.0,19.0,10.944,12.0,22.0,0.0,123.0,1047.336,1108.0,2032.0,47.0,40,771,264,healthy
669,1016.0,820.0,808.0,1172.0,530.0,64.0,106.968,82.0,528.0,0.0,20.0,30.672,24.0,96.0,5.0,17.0,17.288,14.0,53.0,1.0,15.0,11.416,11.0,33.0,1.0,570.0,978.112,953.0,1734.0,52.0,40,778,262,healthy
670,1193.0,903.384,886.0,1219.0,638.0,229.0,277.608,215.0,661.0,63.0,59.0,63.976,55.0,132.0,20.0,30.0,30.848,26.0,61.0,10.0,15.0,15.024,13.0,30.0,4.0,1335.0,1367.32,1352.0,1850.0,889.0,40,779,224,healthy
671,928.0,840.192,841.0,1079.0,427.0,561.0,255.584,135.0,724.0,0.0,60.0,46.256,31.0,124.0,7.0,20.0,20.896,16.0,52.0,5.0,7.0,9.784,7.0,23.0,2.0,2085.0,1431.72,1446.0,2099.0,441.0,40,783,260,healthy
672,713.0,770.648,698.0,1269.0,344.0,42.0,123.84,115.0,675.0,0.0,38.0,40.52,40.0,69.0,25.0,28.0,24.104,26.0,35.0,14.0,20.0,15.208,16.0,25.0,7.0,549.0,892.464,1055.0,1575.0,131.0,40,899,303,healthy
673,505.0,700.136,671.0,1185.0,392.0,165.0,125.752,123.0,249.0,55.0,24.0,24.84,26.0,30.0,16.0,11.0,11.856,12.0,18.0,6.0,4.0,5.28,5.0,12.0,2.0,2156.0,1469.176,1392.0,2219.0,578.0,41,423,220,healthy
674,481.0,640.776,556.0,1059.0,424.0,1514.0,600.04,411.0,1926.0,10.0,9.0,15.392,16.0,33.0,8.0,0.0,3.672,3.0,12.0,0.0,0.0,1.056,0.0,7.0,0.0,4632.0,3100.544,3149.0,4966.0,1147.0,41,458,232,healthy
675,686.0,633.752,658.0,927.0,406.0,1449.0,748.512,708.0,1746.0,59.0,12.0,16.736,14.0,38.0,9.0,0.0,2.92,3.0,14.0,0.0,0.0,0.536,0.0,4.0,0.0,5011.0,3538.728,3739.0,5083.0,1143.0,41,465,233,healthy
676,631.0,674.512,681.0,1045.0,426.0,1765.0,845.824,764.0,1972.0,28.0,27.0,20.456,17.0,42.0,14.0,0.0,4.28,2.0,17.0,0.0,0.0,2.152,0.0,13.0,0.0,4320.0,3239.752,3606.0,5091.0,998.0,41,469,248,healthy
677,777.0,757.088,788.0,1023.0,393.0,41.0,41.976,34.0,121.0,16.0,25.0,27.048,27.0,40.0,16.0,20.0,22.336,23.0,30.0,11.0,16.0,19.24,19.0,30.0,7.0,466.0,378.448,346.0,1038.0,0.0,41,761,292,healthy
678,651.0,748.696,754.0,1168.0,389.0,277.0,430.448,274.0,1670.0,59.0,45.0,60.12,45.0,146.0,18.0,17.0,23.608,17.0,60.0,6.0,5.0,9.144,6.0,27.0,1.0,1721.0,1739.544,1716.0,2264.0,1090.0,41,774,233,healthy
679,738.0,727.176,716.0,1171.0,295.0,23.0,61.264,41.0,205.0,6.0,12.0,20.992,19.0,45.0,2.0,7.0,13.248,11.0,28.0,2.0,5.0,9.016,6.0,23.0,1.0,1014.0,930.744,943.0,1626.0,219.0,41,789,254,healthy
680,878.0,740.04,752.0,1054.0,441.0,54.0,59.84,60.0,133.0,1.0,21.0,20.368,21.0,28.0,12.0,15.0,11.544,12.0,18.0,3.0,10.0,7.52,8.0,17.0,1.0,732.0,890.584,861.0,1887.0,32.0,41,791,207,healthy
681,634.0,803.0,749.0,1362.0,468.0,81.0,106.728,91.0,337.0,0.0,26.0,29.104,28.0,62.0,6.0,14.0,15.68,14.0,33.0,5.0,7.0,8.616,7.0,29.0,2.0,1244.0,1258.632,1273.0,1967.0,463.0,41,792,224,healthy
682,641.0,709.104,736.0,1037.0,434.0,204.0,225.024,144.0,710.0,0.0,19.0,37.312,24.0,103.0,14.0,6.0,15.728,12.0,46.0,5.0,2.0,6.408,5.0,20.0,0.0,1976.0,1659.888,1737.0,2391.0,425.0,42,774,236,healthy
683,758.0,778.808,758.0,1082.0,499.0,4.0,105.472,119.0,181.0,0.0,11.0,25.192,21.0,44.0,6.0,10.0,12.808,11.0,22.0,5.0,10.0,6.832,7.0,13.0,2.0,327.0,1189.432,1219.0,1772.0,304.0,43,790,218,healthy
684,593.0,702.32,694.0,1181.0,459.0,110.0,112.64,105.0,230.0,36.0,22.0,26.72,24.0,48.0,19.0,9.0,13.768,14.0,26.0,7.0,3.0,7.304,8.0,17.0,1.0,1592.0,1307.248,1306.0,2043.0,582.0,19,789,373,lesion
685,696.0,731.496,713.0,1181.0,459.0,89.0,96.592,81.0,221.0,34.0,21.0,26.04,24.0,48.0,19.0,9.0,14.376,14.0,26.0,7.0,4.0,8.24,8.0,18.0,1.0,1457.0,1199.4,1165.0,2043.0,533.0,19,789,374,lesion
686,627.0,673.52,678.0,1077.0,370.0,125.0,123.912,121.0,229.0,38.0,26.0,27.12,25.0,47.0,17.0,12.0,13.4,13.0,25.0,7.0,5.0,6.808,7.0,15.0,1.0,1609.0,1392.536,1429.0,2043.0,617.0,19,790,372,lesion
687,574.0,692.192,678.0,1181.0,370.0,98.0,108.136,93.0,229.0,36.0,23.0,25.888,24.0,47.0,17.0,11.0,13.48,13.0,25.0,7.0,5.0,7.216,8.0,16.0,1.0,1503.0,1300.528,1298.0,2043.0,617.0,19,790,373,lesion
688,647.0,728.608,713.0,1181.0,370.0,78.0,93.736,78.0,221.0,34.0,22.0,25.224,23.0,46.0,17.0,11.0,13.96,13.0,25.0,7.0,5.0,8.008,8.0,19.0,2.0,1380.0,1203.696,1132.0,2043.0,533.0,19,790,374,lesion
689,574.0,917.712,871.0,1556.0,544.0,70.0,74.872,73.0,213.0,24.0,22.0,27.592,27.0,41.0,20.0,12.0,17.344,16.0,32.0,8.0,7.0,11.816,11.0,30.0,2.0,1092.0,964.408,956.0,1685.0,453.0,19,790,377,lesion
690,554.0,675.2,675.0,1266.0,370.0,114.0,118.168,110.0,225.0,38.0,27.0,26.608,25.0,44.0,17.0,14.0,13.488,13.0,27.0,7.0,7.0,7.016,8.0,18.0,2.0,1515.0,1372.432,1414.0,2023.0,690.0,19,791,372,lesion
691,563.0,700.784,680.0,1266.0,370.0,87.0,104.176,83.0,225.0,36.0,24.0,25.168,23.0,44.0,17.0,13.0,13.224,13.0,23.0,7.0,7.0,7.128,8.0,15.0,2.0,1414.0,1295.512,1249.0,2023.0,643.0,19,791,373,lesion
692,564.0,741.28,713.0,1266.0,370.0,69.0,91.56,76.0,216.0,34.0,22.0,24.536,23.0,43.0,17.0,12.0,13.568,13.0,24.0,7.0,6.0,7.768,8.0,20.0,2.0,1303.0,1210.112,1132.0,2023.0,574.0,19,791,374,lesion
693,559.0,807.624,802.0,1410.0,414.0,60.0,81.8,72.0,198.0,34.0,21.0,24.824,23.0,40.0,17.0,11.0,14.608,14.0,32.0,7.0,6.0,9.008,8.0,30.0,2.0,1183.0,1117.256,1055.0,2002.0,574.0,19,791,375,lesion
694,574.0,875.448,850.0,1589.0,505.0,61.0,75.984,70.0,172.0,34.0,21.0,26.016,24.0,39.0,19.0,11.0,16.056,15.0,35.0,7.0,6.0,10.576,9.0,33.0,2.0,1124.0,1031.368,1017.0,1848.0,515.0,19,791,376,lesion
695,676.0,934.304,886.0,1610.0,544.0,69.0,74.64,72.0,187.0,26.0,22.0,27.824,27.0,41.0,20.0,12.0,17.632,16.0,35.0,8.0,7.0,12.192,10.0,33.0,2.0,1091.0,969.192,982.0,1674.0,453.0,19,791,377,lesion
696,530.0,664.016,684.0,1250.0,370.0,134.0,126.024,140.0,215.0,38.0,34.0,28.464,27.0,48.0,17.0,18.0,14.6,14.0,32.0,7.0,10.0,7.776,8.0,21.0,2.0,1518.0,1402.128,1493.0,2002.0,750.0,19,792,371,lesion
697,554.0,687.712,675.0,1371.0,370.0,105.0,113.744,110.0,215.0,38.0,29.0,26.296,25.0,42.0,17.0,17.0,13.624,13.0,28.0,7.0,9.0,7.264,8.0,19.0,2.0,1422.0,1353.856,1356.0,2002.0,750.0,19,792,372,lesion
698,578.0,718.2,690.0,1371.0,370.0,80.0,101.656,81.0,215.0,36.0,25.0,24.704,23.0,39.0,17.0,15.0,13.08,13.0,24.0,7.0,8.0,7.08,8.0,16.0,2.0,1327.0,1291.672,1228.0,2002.0,667.0,19,792,373,lesion
699,505.0,761.92,761.0,1371.0,370.0,63.0,90.888,73.0,207.0,35.0,22.0,24.152,23.0,37.0,17.0,13.0,13.312,13.0,24.0,7.0,8.0,7.584,8.0,20.0,2.0,1228.0,1217.36,1132.0,2002.0,614.0,19,792,374,lesion
700,544.0,829.856,829.0,1410.0,414.0,56.0,82.512,70.0,192.0,35.0,21.0,24.68,23.0,36.0,17.0,12.0,14.424,14.0,32.0,7.0,7.0,8.856,8.0,31.0,2.0,1118.0,1129.176,1088.0,1984.0,545.0,19,792,375,lesion
701,692.0,895.976,875.0,1589.0,496.0,58.0,77.376,70.0,168.0,29.0,21.0,26.144,24.0,39.0,19.0,12.0,16.08,15.0,35.0,7.0,7.0,10.6,9.0,34.0,2.0,1088.0,1042.864,1043.0,1833.0,424.0,19,792,376,lesion
702,560.0,675.84,690.0,1250.0,336.0,127.0,122.16,134.0,204.0,38.0,36.0,28.8,27.0,48.0,17.0,21.0,15.184,14.0,32.0,7.0,12.0,8.296,8.0,21.0,1.0,1417.0,1377.432,1422.0,1976.0,756.0,19,793,371,lesion
703,622.0,707.896,690.0,1371.0,336.0,99.0,111.48,105.0,204.0,38.0,31.0,26.416,25.0,43.0,17.0,18.0,13.904,13.0,28.0,7.0,11.0,7.52,8.0,19.0,1.0,1326.0,1341.688,1327.0,1976.0,762.0,19,793,372,lesion
704,574.0,739.76,709.0,1371.0,370.0,76.0,101.304,85.0,204.0,38.0,26.0,24.768,23.0,37.0,17.0,16.0,13.152,13.0,25.0,7.0,10.0,7.128,8.0,16.0,1.0,1236.0,1292.352,1228.0,1976.0,698.0,19,793,373,lesion
705,530.0,787.464,783.0,1371.0,370.0,61.0,92.36,80.0,197.0,38.0,23.0,24.296,23.0,33.0,17.0,14.0,13.304,13.0,24.0,7.0,9.0,7.52,8.0,20.0,1.0,1149.0,1228.28,1149.0,1976.0,658.0,19,793,374,lesion
706,678.0,856.936,850.0,1504.0,414.0,55.0,85.376,78.0,183.0,37.0,21.0,24.976,24.0,36.0,17.0,13.0,14.448,14.0,32.0,7.0,8.0,8.768,8.0,31.0,1.0,1051.0,1146.072,1097.0,1962.0,545.0,19,793,375,lesion
707,574.0,671.696,690.0,1250.0,336.0,149.0,130.272,149.0,196.0,38.0,42.0,32.28,31.0,52.0,17.0,24.0,17.376,17.0,34.0,7.0,13.0,9.736,10.0,22.0,2.0,1418.0,1378.928,1488.0,1948.0,756.0,19,794,370,lesion
708,598.0,699.736,709.0,1250.0,336.0,123.0,121.0,127.0,192.0,38.0,37.0,29.48,28.0,48.0,17.0,22.0,15.768,15.0,32.0,7.0,13.0,8.76,9.0,21.0,1.0,1343.0,1363.608,1418.0,1948.0,756.0,19,794,371,lesion
709,626.0,740.888,714.0,1371.0,336.0,98.0,111.92,102.0,192.0,38.0,32.0,27.048,26.0,43.0,17.0,19.0,14.328,13.0,28.0,7.0,12.0,7.832,8.0,19.0,1.0,1257.0,1337.488,1327.0,1948.0,762.0,19,794,372,lesion
710,538.0,771.96,750.0,1371.0,370.0,77.0,103.536,97.0,191.0,38.0,27.0,25.44,24.0,39.0,17.0,17.0,13.48,13.0,25.0,7.0,10.0,7.304,8.0,16.0,1.0,1173.0,1298.52,1236.0,1948.0,734.0,19,794,373,lesion
711,586.0,819.304,820.0,1390.0,370.0,63.0,96.336,89.0,185.0,38.0,24.0,25.032,24.0,36.0,17.0,15.0,13.568,13.0,24.0,7.0,9.0,7.592,8.0,20.0,1.0,1097.0,1243.8,1178.0,1948.0,704.0,19,794,374,lesion
712,646.0,694.304,713.0,1250.0,336.0,148.0,130.696,148.0,193.0,39.0,42.0,33.176,32.0,52.0,17.0,24.0,17.976,18.0,34.0,7.0,13.0,10.128,11.0,22.0,2.0,1439.0,1369.552,1488.0,1916.0,756.0,19,795,370,lesion
713,651.0,730.584,735.0,1250.0,336.0,124.0,122.768,127.0,182.0,39.0,37.0,30.472,29.0,48.0,17.0,21.0,16.336,16.0,32.0,7.0,13.0,9.104,9.0,21.0,1.0,1370.0,1360.072,1417.0,1916.0,756.0,19,795,371,lesion
714,612.0,778.376,755.0,1371.0,336.0,101.0,115.256,116.0,182.0,39.0,32.0,28.192,27.0,43.0,17.0,19.0,14.896,14.0,28.0,7.0,12.0,8.152,9.0,19.0,1.0,1284.0,1340.808,1326.0,1916.0,762.0,19,795,372,lesion
715,638.0,806.504,797.0,1371.0,389.0,83.0,108.536,109.0,179.0,39.0,28.0,26.72,26.0,40.0,17.0,17.0,14.04,14.0,25.0,7.0,10.0,7.56,8.0,16.0,1.0,1202.0,1309.904,1251.0,1916.0,774.0,19,795,373,lesion
716,610.0,696.184,723.0,1250.0,336.0,167.0,140.536,157.0,197.0,45.0,44.0,36.6,36.0,55.0,20.0,24.0,19.88,20.0,34.0,7.0,13.0,11.104,11.0,22.0,2.0,1522.0,1378.296,1530.0,1897.0,756.0,19,796,369,lesion
717,686.0,721.528,740.0,1250.0,336.0,149.0,133.808,146.0,189.0,45.0,40.0,34.088,33.0,52.0,18.0,22.0,18.4,18.0,34.0,7.0,13.0,10.28,11.0,22.0,2.0,1496.0,1373.528,1492.0,1897.0,756.0,19,796,370,lesion
718,746.0,761.024,750.0,1250.0,336.0,129.0,127.312,132.0,176.0,45.0,36.0,31.688,31.0,48.0,18.0,20.0,16.872,16.0,32.0,7.0,12.0,9.36,9.0,21.0,1.0,1435.0,1367.128,1435.0,1897.0,756.0,19,796,371,lesion
719,699.0,807.392,800.0,1371.0,336.0,109.0,121.28,124.0,176.0,45.0,32.0,29.728,29.0,46.0,18.0,18.0,15.568,15.0,28.0,7.0,11.0,8.496,8.0,19.0,1.0,1347.0,1351.848,1347.0,1897.0,762.0,19,796,372,lesion
720,634.0,687.48,726.0,1061.0,336.0,178.0,149.872,168.0,201.0,56.0,44.0,39.456,39.0,58.0,23.0,23.0,21.12,21.0,34.0,9.0,12.0,11.576,11.0,22.0,3.0,1550.0,1390.688,1524.0,1853.0,798.0,19,797,368,lesion
721,667.0,720.512,740.0,1199.0,336.0,167.0,144.416,157.0,194.0,56.0,41.0,37.208,37.0,55.0,22.0,21.0,19.928,20.0,34.0,8.0,11.0,10.928,11.0,22.0,2.0,1549.0,1390.528,1524.0,1853.0,798.0,19,797,369,lesion
722,683.0,752.872,750.0,1199.0,336.0,152.0,139.152,148.0,185.0,56.0,37.0,35.056,35.0,52.0,21.0,19.0,18.624,18.0,34.0,7.0,11.0,10.2,10.0,22.0,2.0,1544.0,1388.816,1522.0,1853.0,798.0,19,797,370,lesion
723,633.0,708.664,737.0,1076.0,373.0,175.0,153.64,168.0,204.0,73.0,41.0,39.648,39.0,58.0,26.0,21.0,20.824,20.0,34.0,10.0,10.0,11.224,10.0,22.0,4.0,1561.0,1398.856,1509.0,1773.0,878.0,19,798,368,lesion
724,677.0,749.608,748.0,1216.0,373.0,167.0,149.672,162.0,195.0,73.0,37.0,37.632,38.0,54.0,24.0,18.0,19.72,19.0,34.0,9.0,9.0,10.56,9.0,22.0,3.0,1581.0,1405.592,1519.0,1774.0,878.0,19,798,369,lesion
725,800.0,785.072,763.0,1216.0,373.0,157.0,145.928,154.0,185.0,73.0,33.0,35.944,36.0,51.0,23.0,16.0,18.664,18.0,32.0,8.0,8.0,9.984,9.0,21.0,2.0,1597.0,1406.632,1521.0,1811.0,878.0,19,798,370,lesion
726,704.0,803.368,792.0,1202.0,551.0,158.0,139.808,154.0,230.0,47.0,22.0,25.896,25.0,35.0,21.0,7.0,11.632,11.0,29.0,5.0,1.0,5.376,4.0,23.0,0.0,1712.0,1500.64,1714.0,2022.0,580.0,20,785,371,lesion
727,595.0,760.16,755.0,1074.0,506.0,171.0,149.424,170.0,230.0,48.0,21.0,25.272,24.0,34.0,21.0,6.0,10.328,10.0,24.0,5.0,0.0,4.112,3.0,18.0,0.0,1756.0,1578.72,1743.0,2043.0,749.0,20,786,370,lesion
728,659.0,774.232,766.0,1144.0,551.0,146.0,136.528,145.0,230.0,45.0,22.0,25.192,25.0,33.0,21.0,7.0,11.192,10.0,26.0,5.0,1.0,5.096,4.0,20.0,0.0,1634.0,1488.736,1668.0,2043.0,620.0,20,786,371,lesion
729,622.0,736.232,736.0,989.0,511.0,160.0,145.064,159.0,230.0,47.0,22.0,24.976,24.0,34.0,20.0,7.0,10.36,10.0,21.0,5.0,1.0,4.216,4.0,15.0,0.0,1714.0,1555.984,1714.0,2043.0,788.0,20,787,370,lesion
730,663.0,745.072,741.0,1108.0,546.0,134.0,132.328,134.0,230.0,42.0,23.0,24.728,24.0,32.0,20.0,9.0,11.056,11.0,23.0,5.0,2.0,5.04,4.0,17.0,0.0,1558.0,1469.68,1592.0,2043.0,620.0,20,787,371,lesion
731,592.0,712.344,719.0,971.0,505.0,171.0,149.88,171.0,230.0,49.0,24.0,25.688,24.0,35.0,20.0,8.0,10.608,11.0,17.0,5.0,2.0,4.24,4.0,11.0,0.0,1773.0,1584.088,1714.0,2014.0,885.0,20,788,369,lesion
732,613.0,715.4,719.0,971.0,505.0,148.0,139.496,147.0,230.0,41.0,24.0,25.112,24.0,34.0,20.0,9.0,10.832,11.0,19.0,5.0,3.0,4.672,4.0,13.0,0.0,1619.0,1522.032,1634.0,2043.0,788.0,20,788,370,lesion
733,649.0,719.904,726.0,989.0,505.0,121.0,127.184,121.0,230.0,41.0,24.0,24.576,24.0,33.0,20.0,11.0,11.248,11.0,20.0,5.0,4.0,5.248,5.0,14.0,0.0,1456.0,1443.52,1487.0,2043.0,620.0,20,788,371,lesion
734,546.0,694.0,702.0,1055.0,459.0,159.0,143.272,159.0,230.0,42.0,28.0,26.544,26.0,39.0,20.0,12.0,11.712,12.0,21.0,5.0,5.0,5.192,5.0,12.0,0.0,1637.0,1531.576,1627.0,2014.0,857.0,20,789,369,lesion
735,582.0,695.056,706.0,1055.0,459.0,135.0,133.064,135.0,230.0,38.0,28.0,25.672,25.0,39.0,19.0,13.0,11.688,12.0,21.0,5.0,6.0,5.432,5.0,12.0,0.0,1487.0,1477.24,1524.0,2043.0,788.0,20,789,370,lesion
736,601.0,700.04,713.0,1055.0,459.0,108.0,121.36,108.0,230.0,38.0,27.0,24.752,24.0,38.0,19.0,13.0,11.736,12.0,21.0,5.0,6.0,5.712,6.0,14.0,0.0,1339.0,1410.504,1356.0,2043.0,620.0,20,789,371,lesion
737,659.0,714.624,724.0,1055.0,459.0,82.0,109.28,86.0,230.0,38.0,25.0,23.92,23.0,36.0,19.0,13.0,11.824,12.0,20.0,7.0,6.0,6.04,6.0,15.0,1.0,1175.0,1338.712,1223.0,2043.0,582.0,20,789,372,lesion
738,533.0,679.792,684.0,940.0,442.0,169.0,144.512,166.0,228.0,45.0,33.0,28.856,29.0,45.0,20.0,16.0,13.44,13.0,26.0,7.0,8.0,6.416,6.0,16.0,1.0,1602.0,1500.672,1602.0,1961.0,883.0,20,790,368,lesion
739,505.0,676.376,684.0,1055.0,442.0,147.0,136.176,148.0,229.0,38.0,33.0,27.816,27.0,45.0,18.0,16.0,13.216,12.0,26.0,7.0,9.0,6.464,6.0,16.0,1.0,1500.0,1463.864,1524.0,2014.0,830.0,20,790,369,lesion
740,545.0,677.336,693.0,1055.0,370.0,122.0,126.28,122.0,229.0,38.0,32.0,26.592,25.0,45.0,17.0,16.0,12.904,12.0,26.0,7.0,9.0,6.464,6.0,16.0,1.0,1356.0,1420.584,1422.0,2043.0,788.0,20,790,370,lesion
741,573.0,686.28,706.0,1077.0,370.0,96.0,115.416,96.0,229.0,38.0,29.0,25.224,24.0,43.0,17.0,16.0,12.552,12.0,26.0,7.0,9.0,6.4,7.0,16.0,1.0,1223.0,1370.008,1253.0,2043.0,630.0,20,790,371,lesion
742,587.0,707.688,709.0,1077.0,370.0,72.0,104.64,80.0,229.0,38.0,25.0,23.952,23.0,39.0,17.0,15.0,12.208,12.0,25.0,7.0,8.0,6.368,7.0,15.0,1.0,1098.0,1315.832,1216.0,2043.0,617.0,20,790,372,lesion
743,464.0,666.376,677.0,940.0,442.0,159.0,137.736,159.0,223.0,42.0,39.0,30.648,31.0,50.0,20.0,21.0,15.36,14.0,30.0,9.0,12.0,7.952,7.0,19.0,3.0,1467.0,1420.232,1504.0,1928.0,761.0,20,791,368,lesion
744,459.0,665.48,677.0,1091.0,442.0,135.0,129.384,135.0,225.0,38.0,38.0,29.408,29.0,50.0,18.0,21.0,15.008,13.0,30.0,9.0,12.0,7.904,7.0,19.0,3.0,1361.0,1389.552,1417.0,1989.0,789.0,20,791,369,lesion
745,508.0,668.192,684.0,1091.0,370.0,110.0,119.944,108.0,225.0,38.0,36.0,27.808,27.0,49.0,17.0,20.0,14.368,13.0,30.0,8.0,12.0,7.64,7.0,19.0,2.0,1224.0,1358.872,1326.0,2023.0,798.0,20,791,370,lesion
746,541.0,683.136,697.0,1091.0,370.0,86.0,110.096,90.0,225.0,38.0,31.0,25.992,25.0,47.0,17.0,19.0,13.584,13.0,29.0,7.0,11.0,7.232,7.0,19.0,2.0,1109.0,1326.376,1223.0,2023.0,690.0,20,791,371,lesion
747,478.0,715.352,709.0,1266.0,370.0,66.0,100.792,80.0,225.0,38.0,26.0,24.288,23.0,41.0,17.0,16.0,12.792,12.0,27.0,7.0,10.0,6.84,7.0,18.0,2.0,1023.0,1291.56,1207.0,2023.0,690.0,20,791,372,lesion
748,459.0,750.008,739.0,1266.0,370.0,51.0,92.904,76.0,225.0,36.0,22.0,22.984,22.0,36.0,17.0,14.0,12.208,12.0,23.0,7.0,8.0,6.568,7.0,15.0,2.0,928.0,1255.712,1183.0,2023.0,643.0,20,791,373,lesion
749,522.0,777.696,776.0,1266.0,370.0,43.0,87.112,73.0,216.0,34.0,20.0,22.448,22.0,31.0,17.0,13.0,12.096,12.0,19.0,7.0,8.0,6.624,6.0,15.0,2.0,822.0,1218.36,1178.0,2023.0,574.0,20,791,374,lesion
750,713.0,823.4,820.0,1410.0,414.0,39.0,83.8,76.0,198.0,34.0,20.0,22.744,22.0,31.0,17.0,15.0,12.576,12.0,21.0,7.0,10.0,7.112,7.0,17.0,2.0,698.0,1177.288,1124.0,2002.0,574.0,20,791,375,lesion
751,500.0,663.136,672.0,996.0,433.0,171.0,139.08,163.0,206.0,50.0,45.0,33.472,33.0,54.0,20.0,26.0,17.48,16.0,33.0,10.0,15.0,9.376,8.0,21.0,4.0,1420.0,1367.312,1484.0,1813.0,633.0,20,792,367,lesion
752,451.0,656.224,669.0,996.0,389.0,149.0,131.952,149.0,214.0,42.0,45.0,32.616,32.0,54.0,20.0,26.0,17.336,16.0,33.0,10.0,16.0,9.528,8.0,21.0,4.0,1330.0,1342.168,1401.0,1904.0,633.0,20,792,368,lesion
753,442.0,659.6,661.0,1250.0,389.0,125.0,123.792,125.0,215.0,38.0,43.0,31.168,31.0,54.0,18.0,26.0,16.816,15.0,33.0,9.0,16.0,9.344,9.0,21.0,3.0,1221.0,1318.168,1297.0,1962.0,690.0,20,792,369,lesion
754,495.0,666.944,684.0,1250.0,370.0,100.0,115.032,100.0,215.0,38.0,39.0,29.224,28.0,52.0,17.0,25.0,15.864,14.0,33.0,8.0,15.0,8.84,8.0,21.0,2.0,1091.0,1300.224,1222.0,2002.0,756.0,20,792,370,lesion
755,510.0,691.824,702.0,1250.0,370.0,79.0,106.352,90.0,215.0,38.0,33.0,26.992,25.0,48.0,17.0,21.0,14.688,13.0,32.0,7.0,14.0,8.12,8.0,21.0,2.0,997.0,1285.496,1207.0,2002.0,750.0,20,792,371,lesion
756,370.0,733.144,719.0,1371.0,370.0,63.0,98.592,80.0,215.0,38.0,27.0,24.912,23.0,42.0,17.0,17.0,13.496,13.0,28.0,7.0,11.0,7.392,8.0,19.0,2.0,951.0,1269.464,1189.0,2002.0,750.0,20,792,372,lesion
757,414.0,768.856,762.0,1371.0,370.0,52.0,92.464,78.0,215.0,36.0,22.0,23.352,22.0,37.0,17.0,14.0,12.568,12.0,24.0,7.0,9.0,6.808,7.0,16.0,2.0,893.0,1250.864,1189.0,2002.0,667.0,20,792,373,lesion
